candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,final_score,connected_cells,layout_score,diagnostics
10,false,-1,18.30,183,3617,1517,0,25,13,-578,28,2239238,"alive=False;won=False;sustained=0;nonGlowing=cell-c-001,cell-c-002,cell-d-001,cell-e-001,cell-f-001,cell-h-001,cell-i-002,cell-j-001,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-q-001,cell-r-001,cell-t-001;missingResources=C,F,M,T;strong=[cell-b-001,cell-g-001,cell-j-001,cell-k-001,red-myco-002,red-myco-003,red-myco-004]|[cell-a-001,cell-i-001,cell-l-001,cell-p-001,cell-q-001,red-myco-001]|[cell-e-001,cell-i-002,cell-n-001,cell-s-001]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-h-001]|[cell-m-001]|[cell-t-001];weak=[cell-b-001,cell-g-001,cell-j-001,cell-k-001,red-myco-002,red-myco-003,red-myco-004]|[cell-a-001,cell-i-001,cell-l-001,cell-p-001,cell-q-001,red-myco-001]|[cell-e-001,cell-i-002,cell-n-001,cell-s-001]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-h-001]|[cell-m-001]|[cell-t-001]"
11,false,-1,14.50,145,2908,728,0,22,8,-11275,28,1967999,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-h-001,cell-h-002,cell-i-001,cell-i-002,cell-j-001,cell-j-002,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,cell-r-001,cell-t-001;missingResources=A,C,F,M,Q,T;strong=[cell-b-001,cell-e-001,cell-g-001,cell-i-002,cell-k-001,cell-n-001,cell-s-001]|[cell-a-001,cell-l-001,red-myco-001]|[cell-h-002,cell-j-002,cell-o-001]|[red-myco-002,red-myco-003,red-myco-004]|[cell-i-001,cell-q-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-h-001]|[cell-j-001]|[cell-m-001]|[cell-p-001]|[cell-r-001]|[cell-t-001];weak=[cell-b-001,cell-e-001,cell-g-001,cell-i-002,cell-k-001,cell-n-001,cell-s-001]|[cell-a-001,cell-l-001,red-myco-001]|[cell-h-002,cell-j-002,cell-o-001]|[red-myco-002,red-myco-003,red-myco-004]|[cell-i-001,cell-q-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-h-001]|[cell-j-001]|[cell-m-001]|[cell-p-001]|[cell-r-001]|[cell-t-001]"
12,false,-1,15.60,156,3161,1187,0,24,11,-5277,28,2069376,"alive=False;won=False;sustained=0;nonGlowing=cell-c-001,cell-c-002,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-j-001,cell-l-001,cell-m-001,cell-n-001,cell-q-001,cell-r-001,cell-s-001,cell-t-001;missingResources=C,M,N,Q,S,T;strong=[cell-f-001,cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-002,red-myco-003,red-myco-004]|[cell-a-001,cell-i-001,cell-l-001,cell-p-001,red-myco-001]|[cell-b-001,cell-e-001,cell-g-001,cell-j-001,cell-k-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-h-001]|[cell-i-002]|[cell-m-001]|[cell-n-001]|[cell-q-001]|[cell-s-001]|[cell-t-001];weak=[cell-f-001,cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-002,red-myco-003,red-myco-004]|[cell-a-001,cell-i-001,cell-l-001,cell-p-001,red-myco-001]|[cell-b-001,cell-e-001,cell-g-001,cell-j-001,cell-k-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-h-001]|[cell-i-002]|[cell-m-001]|[cell-n-001]|[cell-q-001]|[cell-s-001]|[cell-t-001]"
13,false,-1,13.80,138,2601,769,0,22,8,-11253,28,1902634,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-j-001,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,cell-r-001,cell-t-001;missingResources=A,C,F,K,M,P,Q,T;strong=[cell-a-001,cell-l-001,red-myco-001,red-myco-002,red-myco-004]|[cell-e-001,cell-g-001,cell-i-002,cell-n-001,cell-s-001]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-003]|[cell-b-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-k-001]|[cell-m-001]|[cell-p-001]|[cell-q-001]|[cell-t-001];weak=[cell-a-001,cell-l-001,red-myco-001,red-myco-002,red-myco-004]|[cell-e-001,cell-g-001,cell-i-002,cell-n-001,cell-s-001]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-003]|[cell-b-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-k-001]|[cell-m-001]|[cell-p-001]|[cell-q-001]|[cell-t-001]"
14,false,-1,16.30,163,3398,1088,0,22,10,-6951,28,1693543,"alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-002,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-j-001,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-q-001,cell-r-001,cell-s-001,cell-t-001;missingResources=F,K,M,N,Q;strong=[cell-a-001,cell-i-001,cell-l-001,cell-p-001,red-myco-001]|[cell-b-001,cell-e-001,cell-g-001,cell-i-002,cell-s-001]|[cell-c-001,cell-c-002,cell-d-001,cell-h-001,cell-t-001]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001]|[red-myco-002,red-myco-003,red-myco-004]|[cell-f-001]|[cell-j-001]|[cell-k-001]|[cell-m-001]|[cell-n-001]|[cell-q-001];weak=[cell-a-001,cell-i-001,cell-l-001,cell-p-001,red-myco-001]|[cell-b-001,cell-e-001,cell-g-001,cell-i-002,cell-s-001]|[cell-c-001,cell-c-002,cell-d-001,cell-h-001,cell-t-001]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001]|[red-myco-002,red-myco-003,red-myco-004]|[cell-f-001]|[cell-j-001]|[cell-k-001]|[cell-m-001]|[cell-n-001]|[cell-q-001]"
15,false,-1,17.10,171,3585,929,0,24,9,-8150,28,2073244,"alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-i-002,cell-j-001,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-q-001,cell-r-001,cell-s-001,cell-t-001;missingResources=F,M,N,Q;strong=[cell-a-001,cell-i-001,cell-l-001,cell-p-001,red-myco-001,red-myco-002,red-myco-004]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-003]|[cell-e-001,cell-g-001,cell-i-002,cell-s-001]|[cell-b-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,cell-t-001]|[cell-c-002]|[cell-f-001]|[cell-h-001]|[cell-m-001]|[cell-n-001]|[cell-q-001];weak=[cell-a-001,cell-i-001,cell-l-001,cell-p-001,red-myco-001,red-myco-002,red-myco-004]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-003]|[cell-e-001,cell-g-001,cell-i-002,cell-s-001]|[cell-b-001,cell-j-001,cell-k-001]|[cell-c-001,cell-d-001,cell-t-001]|[cell-c-002]|[cell-f-001]|[cell-h-001]|[cell-m-001]|[cell-n-001]|[cell-q-001]"
16,false,-1,14.90,149,3013,909,0,22,9,-9106,28,2044893,"alive=False;won=False;sustained=0;nonGlowing=cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-h-001,cell-h-002,cell-i-001,cell-i-002,cell-j-001,cell-j-002,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-p-001,cell-q-001,cell-r-001,cell-s-001,cell-t-001;missingResources=M,N,Q;strong=[cell-b-001,cell-e-001,cell-g-001,cell-i-002,cell-k-001,cell-s-001]|[cell-a-001,cell-l-001,cell-p-001,red-myco-001]|[cell-f-001,cell-h-002,cell-j-002,cell-o-001]|[cell-c-001,cell-d-001,cell-t-001]|[red-myco-002,red-myco-003,red-myco-004]|[cell-c-002]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-n-001]|[cell-q-001]|[cell-r-001];weak=[cell-b-001,cell-e-001,cell-g-001,cell-i-002,cell-k-001,cell-s-001]|[cell-a-001,cell-l-001,cell-p-001,red-myco-001]|[cell-f-001,cell-h-002,cell-j-002,cell-o-001]|[cell-c-001,cell-d-001,cell-t-001]|[red-myco-002,red-myco-003,red-myco-004]|[cell-c-002]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-n-001]|[cell-q-001]|[cell-r-001]"
17,false,-1,16.00,160,3089,799,0,23,8,-10172,28,2078097,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-h-001,cell-i-001,cell-i-002,cell-j-001,cell-j-002,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-p-001,cell-q-001,cell-r-001,cell-s-001,cell-t-001;missingResources=A,F,M,N,P,Q;strong=[cell-b-001,cell-e-001,cell-g-001,cell-i-002,cell-k-001,cell-s-001,red-myco-002,red-myco-004]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-003]|[cell-a-001,cell-l-001,red-myco-001]|[cell-c-001,cell-d-001,cell-t-001]|[cell-c-002]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-n-001]|[cell-p-001]|[cell-q-001];weak=[cell-b-001,cell-e-001,cell-g-001,cell-i-002,cell-k-001,cell-s-001,red-myco-002,red-myco-004]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-003]|[cell-a-001,cell-l-001,red-myco-001]|[cell-c-001,cell-d-001,cell-t-001]|[cell-c-002]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-m-001]|[cell-n-001]|[cell-p-001]|[cell-q-001]"
18,false,-1,20.30,203,3871,1433,0,26,12,-201,28,2391998,"alive=False;won=False;sustained=0;nonGlowing=cell-c-001,cell-c-002,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-002,cell-j-001,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-q-001,cell-r-001,cell-t-001;missingResources=F,M;strong=[cell-a-001,cell-i-001,cell-l-001,cell-p-001,cell-q-001,red-myco-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001,red-myco-002,red-myco-004]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-003]|[cell-e-001,cell-i-002,cell-n-001,cell-s-001]|[cell-c-001,cell-d-001,cell-t-001]|[cell-c-002]|[cell-f-001]|[cell-h-001]|[cell-m-001];weak=[cell-a-001,cell-i-001,cell-l-001,cell-p-001,cell-q-001,red-myco-001]|[cell-b-001,cell-g-001,cell-j-001,cell-k-001,red-myco-002,red-myco-004]|[cell-h-002,cell-j-002,cell-o-001,cell-r-001,red-myco-003]|[cell-e-001,cell-i-002,cell-n-001,cell-s-001]|[cell-c-001,cell-d-001,cell-t-001]|[cell-c-002]|[cell-f-001]|[cell-h-001]|[cell-m-001]"
19,false,-1,15.70,157,3179,797,0,22,9,-10209,28,1816506,"alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-c-002,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-h-002,cell-i-002,cell-j-001,cell-j-002,cell-l-001,cell-m-001,cell-n-001,cell-o-001,cell-q-001,cell-r-001,cell-t-001;missingResources=C,F,M,T;strong=[cell-b-001,cell-j-001,cell-k-001,cell-r-001,red-myco-002,red-myco-003,red-myco-004]|[cell-a-001,cell-i-001,cell-l-001,cell-p-001,cell-q-001,red-myco-001]|[cell-e-001,cell-i-002,cell-n-001,cell-s-001]|[cell-h-002,cell-j-002,cell-o-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[cell-m-001]|[cell-t-001];weak=[cell-b-001,cell-j-001,cell-k-001,cell-r-001,red-myco-002,red-myco-003,red-myco-004]|[cell-a-001,cell-i-001,cell-l-001,cell-p-001,cell-q-001,red-myco-001]|[cell-e-001,cell-i-002,cell-n-001,cell-s-001]|[cell-h-002,cell-j-002,cell-o-001]|[cell-c-001]|[cell-c-002]|[cell-d-001]|[cell-f-001]|[cell-g-001]|[cell-h-001]|[cell-m-001]|[cell-t-001]"
20,false,-1,17.90,179,3651,1062,0,24,10,-5366,28,2246083,"alive=False;won=False;sustained=0;nonGlowing=cell-b-001,cell-c-001,cell-c-002,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-h-002,cell-i-002,cell-j-001,cell-j-002,cell-k-001,cell-l-001,cell-m-001,cell-n-001,cell-q-001,cell-r-001,cell-t-001;missingResources=M;strong=[cell-a-001,cell-i-001,cell-l-001,cell-p-001,cell-q-001,red-myco-001]|[cell-e-001,cell-g-001,cell-i-002,cell-n-001,cell-s-001]|[cell-b-001,cell-k-001,red-myco-002,red-myco-004]|[cell-f-001,cell-h-002,cell-j-002,cell-o-001]|[cell-c-001,cell-d-001,cell-t-001]|[cell-r-001,red-myco-003]|[cell-c-002]|[cell-h-001]|[cell-j-001]|[cell-m-001];weak=[cell-a-001,cell-i-001,cell-l-001,cell-p-001,cell-q-001,red-myco-001]|[cell-e-001,cell-g-001,cell-i-002,cell-n-001,cell-s-001]|[cell-b-001,cell-k-001,red-myco-002,red-myco-004]|[cell-f-001,cell-h-002,cell-j-002,cell-o-001]|[cell-c-001,cell-d-001,cell-t-001]|[cell-r-001,red-myco-003]|[cell-c-002]|[cell-h-001]|[cell-j-001]|[cell-m-001]"
