candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,final_score,connected_cells,layout_score,diagnostics
10,false,-1,13.00,130,10296,3757,0,16,5,-2271,18,1388291,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,D,H,L;strong=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[red-myco-001]|[red-myco-003]"
11,false,-1,13.10,131,9550,3002,0,16,4,-11309,18,1659637,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,H;strong=[cell-a-001,cell-e-001,cell-f-001,cell-i-001,red-myco-002]|[cell-f-002,cell-g-001,cell-j-002,cell-k-001,cell-m-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-i-001,red-myco-002]|[cell-f-002,cell-g-001,cell-j-002,cell-k-001,cell-m-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-003]"
12,false,-1,13.10,131,8310,2807,0,16,4,-12754,18,1646004,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=A,B,C,H;strong=[cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001,cell-l-001]|[cell-a-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-003];weak=[cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001,cell-l-001]|[cell-a-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-003]"
13,false,-1,12.10,121,7615,3663,0,15,4,-5180,18,1600572,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-002,red-myco-003;missingResources=B,C,D,H,L;strong=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[red-myco-001]|[red-myco-002]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[red-myco-001]|[red-myco-002]|[red-myco-003]"
14,false,-1,15.20,152,12200,5641,0,18,7,25407,18,1735793,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=D;strong=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001,cell-c-001,cell-h-001,cell-l-001]|[cell-d-001]|[cell-j-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001,cell-c-001,cell-h-001,cell-l-001]|[cell-d-001]|[cell-j-001]|[red-myco-001]|[red-myco-003]"
15,false,-1,9.90,99,6254,2779,0,15,3,-14003,18,1589453,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-j-002,cell-l-001,cell-m-001,red-myco-001,red-myco-002,red-myco-003;missingResources=B,C,D,H,L,M;strong=[cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-a-001,cell-e-001,cell-f-001,cell-j-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-002]|[red-myco-003];weak=[cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-a-001,cell-e-001,cell-f-001,cell-j-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-002]|[red-myco-003]"
16,false,-1,14.90,149,8971,3503,0,17,5,-1683,18,1695919,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-j-002,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,H,M;strong=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-001,cell-j-002,cell-k-001,red-myco-002]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-m-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-001,cell-j-002,cell-k-001,red-myco-002]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-m-001]|[red-myco-001]|[red-myco-003]"
17,false,-1,9.20,92,5854,1672,0,16,3,-29113,18,1379780,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-j-002,cell-k-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,D,H,L,M;strong=[cell-a-001,cell-e-001,cell-f-001,cell-i-001,cell-j-001,red-myco-002]|[cell-f-002,cell-g-001,cell-k-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-002]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-i-001,cell-j-001,red-myco-002]|[cell-f-002,cell-g-001,cell-k-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-002]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-003]"
18,false,-1,12.20,122,6594,2094,0,16,2,-22199,18,1412304,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-j-002,cell-l-001,cell-m-001,red-myco-001,red-myco-002,red-myco-003;missingResources=B,C,D,H,L,M;strong=[cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-a-001,cell-e-001,cell-f-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-002]|[red-myco-003];weak=[cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-a-001,cell-e-001,cell-f-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-002]|[red-myco-003]"
19,false,-1,11.70,117,9169,4176,0,16,6,2767,18,1590490,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,D,H,L;strong=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-l-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-l-001]|[red-myco-001]|[red-myco-003]"
20,false,-1,6.80,68,3113,0,0,11,1,-56420,18,875459,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-j-002,cell-k-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=A,B,C,D,E,H,I,J,L,M;strong=[cell-f-002,cell-g-001,cell-k-001,red-myco-002]|[cell-a-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-e-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-j-002]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-003];weak=[cell-f-002,cell-g-001,cell-k-001,red-myco-002]|[cell-a-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-e-001]|[cell-f-001]|[cell-h-001]|[cell-i-001]|[cell-j-001]|[cell-j-002]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-003]"
21,false,-1,12.80,128,6725,2080,0,17,3,-19686,18,1511935,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-j-002,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,H,M;strong=[cell-a-001,cell-e-001,cell-f-001,cell-i-001,red-myco-002]|[cell-f-002,cell-g-001,cell-j-002,cell-k-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-m-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-i-001,red-myco-002]|[cell-f-002,cell-g-001,cell-j-002,cell-k-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-m-001]|[red-myco-001]|[red-myco-003]"
22,false,-1,12.70,127,9387,4436,0,16,6,5931,18,1543810,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,D,H,L;strong=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-l-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-l-001]|[red-myco-001]|[red-myco-003]"
23,false,-1,12.70,127,8560,2696,0,18,4,-11400,18,1632220,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-j-002,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,H,M;strong=[cell-a-001,cell-e-001,cell-f-001,cell-j-001,red-myco-002]|[cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-m-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-j-001,red-myco-002]|[cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-m-001]|[red-myco-001]|[red-myco-003]"
24,false,-1,10.70,107,7969,2695,0,16,3,-12335,18,1402851,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-002,red-myco-003;missingResources=B,C,H;strong=[cell-f-002,cell-g-001,cell-j-002,cell-k-001,cell-m-001]|[cell-a-001,cell-e-001,cell-f-001,cell-i-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-002]|[red-myco-003];weak=[cell-f-002,cell-g-001,cell-j-002,cell-k-001,cell-m-001]|[cell-a-001,cell-e-001,cell-f-001,cell-i-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-002]|[red-myco-003]"
25,false,-1,10.90,109,7754,3714,0,14,5,-5341,18,1408239,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-002;missingResources=B,C,D,H,L;strong=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001,red-myco-003]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001,cell-m-001,red-myco-003]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[red-myco-001]|[red-myco-002]"
26,false,-1,14.80,148,10961,5181,0,17,6,18431,18,1541342,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-i-001,cell-j-001,cell-j-002,cell-l-001,cell-m-001,red-myco-001,red-myco-002,red-myco-003;missingResources=M;strong=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-b-001,cell-c-001,cell-d-001,cell-h-001,cell-l-001]|[cell-j-001]|[cell-m-001]|[red-myco-001]|[red-myco-002]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-b-001,cell-c-001,cell-d-001,cell-h-001,cell-l-001]|[cell-j-001]|[cell-m-001]|[red-myco-001]|[red-myco-002]|[red-myco-003]"
27,false,-1,11.80,118,7277,2915,0,15,3,-13293,18,1417364,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-j-002,cell-l-001,cell-m-001,red-myco-001,red-myco-002,red-myco-003;missingResources=B,C,D,H,L,M;strong=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-002]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-i-001,cell-j-002,cell-k-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[cell-m-001]|[red-myco-001]|[red-myco-002]|[red-myco-003]"
28,false,-1,10.60,106,8041,2697,0,14,4,-17714,18,1227052,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,D,H,L;strong=[cell-f-002,cell-g-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-a-001,cell-e-001,cell-f-001,cell-i-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[red-myco-001]|[red-myco-003];weak=[cell-f-002,cell-g-001,cell-j-002,cell-k-001,cell-m-001,red-myco-002]|[cell-a-001,cell-e-001,cell-f-001,cell-i-001]|[cell-b-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-001]|[cell-l-001]|[red-myco-001]|[red-myco-003]"
29,false,-1,11.70,117,7654,1674,0,17,3,-26149,18,1469018,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-j-002,cell-k-001,cell-l-001,cell-m-001,red-myco-001,red-myco-003;missingResources=B,C,H,M;strong=[cell-a-001,cell-e-001,cell-f-001,cell-i-001,cell-j-001,red-myco-002]|[cell-f-002,cell-g-001,cell-k-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-002]|[cell-m-001]|[red-myco-001]|[red-myco-003];weak=[cell-a-001,cell-e-001,cell-f-001,cell-i-001,cell-j-001,red-myco-002]|[cell-f-002,cell-g-001,cell-k-001]|[cell-b-001,cell-l-001]|[cell-c-001]|[cell-d-001]|[cell-h-001]|[cell-j-002]|[cell-m-001]|[red-myco-001]|[red-myco-003]"
